iphone4	25032	3.1925955031897066
iphone	16571	3.6050963299086307
google	16430	3.613641577507111
office	14203	3.7592972996572964
设置	11484	3.97179574729747
360安全卫士	10830	4.030430448543388
win7	10103	4.099918100110692
驱动	8458	4.277637770505991
破解	8426	4.281428345999463
word	8425	4.281547033317862
51.com	8251	4.302416104434082
2345网址导航	7577	4.387633166607051
pdf	7437	4.406282967835124
2008	7377	4.4143834576541225
photoshop	7235	4.43382014947284
发展	7050	4.459722892732111
文件	6953	4.473577288439407
2009	6487	4.5429503353253695
连接	6390	4.558016241166844
flash	6313	4.570139510170799
无线	6101	4.6042978173865725
联想	6086	4.606759458081508
显示	6041	4.614180948399683
excel	5897	4.638306762537921
专业	5877	4.641704081925774
研究	5632	4.684285890700546
笔记本	5579	4.693740960692896
问题	5561	4.696972561350861
工具	5262	4.752239326938186
浏览器	5119	4.779791402080841
视频教程	4775	4.849356535623594
模板	4395	4.932282978419147
cs	4284	4.957863356970785
表格	4199	4.977904107854231
排行	4174	4.983875700901279
阅读器	4140	4.9920547217190645
java	4005	5.025206929035965
大学生	3929	5.0443655689799645
打印机	3904	5.050748841005442
桌面壁纸	3888	5.054855622958095
路由器	3860	5.062083326079548
程序	3695	5.105769955156123
基础	3620	5.126276483718608
笔记本电脑	3603	5.130983677790331
cad	3536	5.1497543647808905
区别	3502	5.159416275692627
项目	3370	5.197837765192017
windows7	3328	5.210378986597325
360浏览器	3284	5.223688317966106
应用	3242	5.236560086242803
数据	3172	5.258388205783686
u	3147	5.2663008914740175
错误	3087	5.285550764036265
升级	3087	5.285550764036265
管理系统	3071	5.290747268097602
删除	3031	5.3038579114806215
课程设计	3003	5.313138720555094
智能手机	2962	5.32688579371068
设备	2923	5.340140023427178
android	2920	5.341166893276097
科学	2913	5.34356703157899
心得体会	2894	5.350110881346995
player	2876	5.356350069697487
质量	2866	5.359833180150307
实验	2854	5.364028990501643
xp	2835	5.370708572376572
平板电脑	2831	5.372120503426525
投资	2735	5.406619073682343
产品	2732	5.407716567847744
规划	2724	5.410649121269022
思想	2722	5.411383605327013
文化	2713	5.414695475879493
背景音乐	2688	5.423953086895384
网上银行	2666	5.432171287799771
for	2664	5.4329217568781445
t	2661	5.434048517560735
root	2654	5.436682573646272
工作计划	2648	5.4389458714815255
函数	2634	5.444246906235199
ppt	2617	5.450721886008279
76	2615	5.451486412039401
个人简历	2570	5.4688446106491595
事业	2569	5.469233791428541
autocad	2567	5.470012607667284
59	2547	5.477834313558968
代码	2542	5.479799336789025
v	2537	5.481768228939143
内存	2532	5.483741005274358
win7系统	2497	5.497660498258651
wifi	2496	5.498061059049107
理论	2454	5.515031163267568
个人总结	2452	5.515846491482322
环境	2449	5.517070731586257
功能	2449	5.517070731586257
格式转换	2429	5.525270859536252
启动	2411	5.532708910357253
动态	2409	5.533538785923553
adobe	2401	5.536865192317172
开发	2380	5.545650021872905
版本	2369	5.550282584379639
政治	2345	5.560465107658045
计算机	2338	5.563454646506411
机械	2335	5.564738618435427
电信	2335	5.564738618435427
f	2332	5.566024241068042
facebook	2322	5.570321626280588
硬盘	2320	5.571183323878069
电子书	2316	5.572908949845539
支持	2301	5.579406698503059
通知	2291	5.583762106084929
love	2214	5.617949675269842
通用	2198	5.625202653574858
htc	2192	5.627936140470519
记录	2188	5.629762624996553
资源	2180	5.63342563275529
无线网卡	2149	5.647747891895914
补丁	2144	5.650077266347732
刷机	2143	5.650543793064847
家庭	2110	5.666062562068312
物理	2096	5.672719743097492
无线网络	2075	5.682789355873626
m	2071	5.684718927142841
文档	2064	5.688104661936971
房地产	2057	5.691501898885467
导航	2052	5.693935582247764
图标	2033	5.703237974910078
matlab	2029	5.70520744871261
招聘信息	2025	5.707180808997785
模拟	2023	5.708168951370679
业务	2019	5.710148170225587
模式	1982	5.728644073648492
操作	1953	5.743383857661746
毕业论文	1948	5.745947304335944
中兴	1945	5.747488532485878
最新消息	1923	5.758864042949645
运动	1918	5.761467533095041
u盘	1916	5.762510830007619
原理	1892	5.775116038926601
ipad	1882	5.7804154683931
mp4	1881	5.7809469592373945
广告	1880	5.7814787327144295
小米手机	1857	5.793788227185719
youtube	1837	5.8046167033232985
人力资源管理	1836	5.8051612173579885
98	1830	5.808434542702958
输入法	1822	5.812815710718521
目录	1805	5.822189917771444
课程	1804	5.822744087915855
windows	1786	5.8327720271019805
电子商务	1781	5.835575505248763
3g	1779	5.83669910087259
102	1770	5.84177096297055
案例	1769	5.8423360943786395
日历	1759	5.848005043800867
财务	1753	5.85142190361719
人力资源	1750	5.853134721620865
网络游戏	1747	5.8548504784043685
素材	1716	5.872754508490517
合作	1712	5.875088231836737
hp	1711	5.875672514646231
就业	1711	5.875672514646231
服务器	1708	5.877427414189909
自我介绍	1703	5.880359107875736
权限	1697	5.883888523304198
产业	1685	5.8909849457519625
办公	1683	5.892172594347619
摄像头	1680	5.89395671614112
驱动程序	1677	5.8957440267152155
实习	1664	5.9035261671572705
华硕	1663	5.904127309345497
法律	1661	5.90533067892513
111	1649	5.912581465978826
行业	1633	5.9223316955679595
ipad2	1630	5.924170494737616
未来	1628	5.925398241975939
隐藏	1611	5.9358954053614505
生物	1610	5.936516330559916
配置	1609	5.937137641546041
thinkpad	1608	5.937759338799513
知识	1604	5.9402500001119645
博客	1593	5.947131478628376
字体	1592	5.947759422134096
模拟器	1567	5.963587546182404
历史	1564	5.965503867433168
搜狗	1555	5.97127496392509
同步	1550	5.974495578625132
服装	1544	5.978374057953703
me	1543	5.979021936175264
语言	1540	5.98096809313075
华为	1533	5.98552390966661
电路	1527	5.989445483319792
规范	1525	5.990756099496912
公务员	1522	5.992725250116793
物流	1519	5.994698285942651
专业技术	1519	5.994698285942651
p	1517	5.996015809189893
面试	1514	5.997995354541031
共享	1505	6.003957611355449
javascript	1503	6.00528739878545
杀毒软件	1500	6.007285401448123
usb	1488	6.015317573145388
中国电信	1476	6.023414783378007
ps	1471	6.0268080679369875
插件	1468	6.028849579363964
汉化	1462	6.032945148228701
windows 	1456	6.037057559781793
创新	1451	6.040497535654237
医学	1445	6.044641187991892
上市	1440	6.048107395968378
正式版	1436	6.050889038930255
my	1428	6.056475645638895
文件夹	1405	6.072713206770579
学习心得体会	1403	6.074137708435964
快捷键	1402	6.074850720943889
目标	1399	6.076992813872943
更新	1376	6.093569770045136
79	1370	6.097939769716254
医疗	1367	6.100131951814475
wap	1358	6.106737480419783
实施	1357	6.107474128703555
练习	1351	6.1119054505782255
文字	1346	6.115613278333751
体会	1344	6.11710026745533
方向	1344	6.11710026745533
198	1341	6.119334905256746
代理	1334	6.124568562062856
打印	1320	6.135118772958008
聊天	1309	6.143487022628524
实践	1293	6.155785409766567
ios5	1289	6.1588837855992375
用户	1284	6.162770304288518
入门	1282	6.164329151057809
案例分析	1280	6.165890431624762
支付	1274	6.170588952406316
115	1269	6.174521320824037
客户端	1265	6.177678387376804
信号	1264	6.1784692138316215
网易	1262	6.1800527454372665
应用程序	1260	6.181638788592901
基础知识	1253	6.187209833642356
网页游戏	1248	6.191208239609051
足球	1246	6.192812089191026
